customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct,cohort_month,tenure_bucket,recency_days,frequency_per_month,historical_clv,clv_tier,signup_year_month,churn_month
C04104,2023-01-15,Standard,42.28,17,1,2024-04-21,price sensitivity,8.0,2.0,2024-03-20,ACH,Latin America,25-34,Paid Ads,5,0,1,0.078,2023-01-01,13-24,626,0.47058823529411764,662.7,High,2023-01,2024-04-01
C05142,2023-01-15,Standard,38.35,21,1,2024-04-15,billing,10.0,0.0,2024-03-26,Card,APAC,45-54,Organic Search,5,0,1,0.075,2023-01-01,13-24,620,0.47619047619047616,744.95,High,2023-01,2024-04-01
C06142,2023-01-15,Standard,50.69,21,1,2024-04-08,billing,12.0,3.0,2024-06-18,PayPal,North America,35-44,Direct,3,0,1,0.049,2023-01-01,13-24,536,0.5714285714285714,1012.33,High,2023-01,2024-04-01
C06281,2023-01-15,Standard,38.18,29,0,,billing,9.0,2.0,2025-03-06,Card,Latin America,35-44,Partnerships,4,0,1,0.055,2023-01-01,25-60,275,0.3103448275862069,1046.32,High,2023-01,
C06471,2023-01-15,Premium,81.71,20,1,2024-06-18,support issues,12.0,0.0,2024-05-17,Card,Latin America,25-34,Referral,3,0,1,0.013,2023-01-01,13-24,568,0.6,1612.96,High,2023-01,2024-06-01
C07135,2023-01-15,Premium,83.19125,29,0,,billing,16.0,1.0,2025-05-30,Card,Europe,35-44,Partnerships,3,0,1,0.01,2023-01-01,25-60,190,0.5517241379310345,2388.42,High,2023-01,
C07227,2023-01-15,Standard,40.49,29,0,,billing,12.0,3.0,2025-08-06,Card,APAC,25-34,Email,3,0,1,0.065,2023-01-01,25-60,122,0.41379310344827586,1097.89,High,2023-01,
C01624,2023-01-16,Standard,42.58,29,0,,billing,12.0,1.0,2025-05-06,Card,Latin America,35-44,Referral,5,0,1,0.016,2023-01-01,25-60,214,0.41379310344827586,1215.06,High,2023-01,
C02975,2023-01-16,Standard,42.61,29,0,,billing,10.0,1.0,2025-06-01,PayPal,Europe,35-44,Organic Search,5,1,1,0.003,2023-01-01,25-60,188,0.3448275862068966,1231.98,High,2023-01,
C03505,2023-01-16,Standard,38.5,29,0,,billing,16.0,0.0,2025-03-06,PayPal,APAC,25-34,Direct,5,0,1,0.013,2023-01-01,25-60,275,0.5517241379310345,1101.99,High,2023-01,
C04505,2023-01-16,Standard,41.23,29,0,,billing,12.0,0.0,2025-05-06,PayPal,Europe,18-24,Organic Search,4,0,1,0.15387499999999998,2023-01-01,25-60,214,0.41379310344827586,1011.69,High,2023-01,
C05068,2023-01-16,Standard,45.55,22,1,2024-01-02,support issues,10.0,2.0,2023-12-05,Card,Europe,25-34,Paid Ads,4,0,1,0.051,2023-01-01,13-24,732,0.45454545454545453,950.99,High,2023-01,2024-01-01
C05745,2023-01-16,Basic,26.35,20,1,2023-03-12,price sensitivity,4.0,1.0,2023-11-01,PayPal,North America,25-34,Direct,0,1,1,0.004,2023-01-01,13-24,766,0.2,524.89,High,2023-01,2023-03-01
C07064,2023-01-16,Standard,43.5,29,0,,billing,13.0,0.0,2025-04-06,Card,North America,25-34,Partnerships,3,0,1,0.049,2023-01-01,25-60,244,0.4482758620689655,1199.69,High,2023-01,
C00415,2023-01-17,Standard,45.08,29,0,,billing,11.0,1.0,2025-08-06,Wallet,Latin America,25-34,Direct,5,0,1,0.15387499999999998,2023-01-01,25-60,122,0.3793103448275862,1106.16,High,2023-01,
C00478,2023-01-17,Basic,21.27,16,1,2023-08-25,competitor,7.0,1.0,2023-02-08,Card,Latin America,25-34,Paid Ads,1,0,1,0.066,2023-01-01,13-24,1032,0.4375,317.86,Medium,2023-01,2023-08-01
C01366,2023-01-17,Premium,71.77,29,0,,billing,14.0,0.0,2025-06-09,Wallet,Latin America,18-24,Paid Ads,2,0,1,0.15387499999999998,2023-01-01,25-60,180,0.4827586206896552,1761.07,High,2023-01,
C01652,2023-01-17,Basic,21.16,19,1,2023-12-24,billing,8.0,1.0,2023-08-12,Card,Latin America,25-34,Direct,3,1,1,0.05,2023-01-01,13-24,847,0.42105263157894735,381.94,Medium,2023-01,2023-12-01
C03858,2023-01-17,Basic,25.04,18,1,2023-10-21,billing,6.0,2.0,2023-03-09,ACH,North America,55+,Email,0,0,1,0.077,2023-01-01,13-24,1003,0.3333333333333333,416.01,Medium,2023-01,2023-10-01
C03898,2023-01-17,Basic,16.77,17,1,2024-03-25,no usage,5.0,2.0,2023-07-06,PayPal,APAC,35-44,Paid Ads,3,1,1,0.005,2023-01-01,13-24,884,0.29411764705882354,283.66,Medium,2023-01,2024-03-01
C04117,2023-01-17,Basic,14.76,29,0,,billing,11.0,0.0,2025-06-16,Card,APAC,35-44,Direct,1,0,1,0.15387499999999998,2023-01-01,25-60,173,0.3793103448275862,362.18,Medium,2023-01,
C00233,2023-01-18,Standard,34.43,19,1,2024-10-08,billing,10.0,1.0,2024-06-07,PayPal,North America,45-54,Organic Search,5,0,1,0.037,2023-01-01,13-24,547,0.5263157894736842,629.97,High,2023-01,2024-10-01
C01594,2023-01-18,Standard,34.64,29,0,,billing,9.0,0.0,2025-09-06,PayPal,North America,55+,Organic Search,5,0,1,0.021,2023-01-01,25-60,91,0.3103448275862069,983.46,High,2023-01,
C04527,2023-01-18,Standard,37.23,29,0,,billing,11.0,1.0,2025-07-06,Card,North America,25-34,Partnerships,2,0,1,0.058,2023-01-01,25-60,153,0.3793103448275862,1017.05,High,2023-01,
C01529,2023-01-19,Basic,20.39,13,1,2024-01-31,billing,9.0,1.0,2024-01-16,Card,Europe,25-34,Organic Search,5,0,1,0.02,2023-01-01,13-24,690,0.6923076923076923,259.77,Medium,2023-01,2024-01-01
C02090,2023-01-19,Basic,21.52,13,1,2023-11-27,no usage,9.0,2.0,2023-10-29,Card,North America,35-44,Email,5,0,1,0.012,2023-01-01,13-24,769,0.6923076923076923,276.4,Medium,2023-01,2023-11-01
C04563,2023-01-19,Basic,22.97,18,1,2023-12-08,billing,8.0,2.0,2023-10-31,ACH,North America,35-44,Organic Search,4,0,1,0.057,2023-01-01,13-24,767,0.4444444444444444,389.89,Medium,2023-01,2023-12-01
C05746,2023-01-19,Basic,16.39,25,1,2025-01-31,billing,9.0,1.0,2025-07-01,Card,North America,35-44,Direct,2,0,1,0.019,2023-01-01,25-60,158,0.36,401.96,Medium,2023-01,2025-01-01
C06893,2023-01-19,Standard,32.26,29,0,,billing,10.0,1.0,2025-07-06,Card,APAC,35-44,Organic Search,5,0,1,0.065,2023-01-01,25-60,153,0.3448275862068966,874.73,High,2023-01,
C06918,2023-01-19,Basic,22.2,13,1,2023-07-15,competitor,5.0,1.0,2023-06-30,ACH,Latin America,35-44,Direct,4,2,1,0.061,2023-01-01,13-24,890,0.38461538461538464,271.0,Medium,2023-01,2023-07-01
C00300,2023-01-20,Standard,31.29,29,0,,billing,11.0,1.0,2025-12-06,Card,Latin America,45-54,Referral,2,0,1,0.0,2023-01-01,25-60,0,0.3793103448275862,907.41,High,2023-01,
C00540,2023-01-20,Standard,52.2,29,0,,billing,9.0,1.0,2025-06-16,PayPal,North America,25-34,Organic Search,3,1,1,0.034,2023-01-01,25-60,173,0.3103448275862069,1462.33,High,2023-01,
C02171,2023-01-20,Standard,37.69,29,0,,billing,10.0,1.0,2025-06-19,PayPal,Europe,45-54,Direct,4,0,1,0.002,2023-01-01,25-60,170,0.3448275862068966,1090.82,High,2023-01,
C03788,2023-01-20,Premium,68.76,29,0,,billing,17.0,1.0,2023-11-06,Card,North America,35-44,Paid Ads,2,0,1,0.061,2023-01-01,25-60,761,0.5862068965517241,1872.4,High,2023-01,
C03804,2023-01-20,Basic,19.0,29,0,,billing,7.0,1.0,2025-01-06,Wallet,Europe,45-54,Direct,1,0,1,0.072,2023-01-01,25-60,334,0.2413793103448276,511.33,High,2023-01,
C04062,2023-01-20,Standard,42.31,16,1,2024-01-17,billing,8.0,2.0,2023-12-18,Card,APAC,45-54,Direct,4,0,1,0.001,2023-01-01,13-24,719,0.5,676.28,High,2023-01,2024-01-01
C05035,2023-01-20,Standard,45.47,29,0,,billing,14.0,1.0,2025-07-06,PayPal,Latin America,55+,Direct,5,0,1,0.024,2023-01-01,25-60,153,0.4827586206896552,1286.98,High,2023-01,
C05411,2023-01-20,Basic,27.7,19,1,2023-12-03,competitor,9.0,1.0,2023-09-11,PayPal,North America,18-24,Paid Ads,5,0,1,0.033,2023-01-01,13-24,817,0.47368421052631576,508.93,High,2023-01,2023-12-01
C05621,2023-01-20,Premium,60.02,29,0,,billing,15.0,0.0,2025-06-17,Card,APAC,35-44,Organic Search,5,0,1,0.15387499999999998,2023-01-01,25-60,172,0.5172413793103449,1472.75,High,2023-01,
C05897,2023-01-20,Standard,38.57,29,0,,billing,10.0,2.0,2025-10-06,Card,APAC,45-54,Organic Search,5,0,1,0.15387499999999998,2023-01-01,25-60,61,0.3448275862068966,946.42,High,2023-01,
C00170,2023-01-21,Standard,34.24,29,0,,billing,15.0,0.0,2025-08-06,Card,APAC,18-24,Referral,5,0,1,0.038,2023-01-01,25-60,122,0.5172413793103449,955.23,High,2023-01,
C00272,2023-01-21,Basic,18.9,16,1,2024-01-03,price sensitivity,4.0,3.0,2024-01-28,PayPal,North America,45-54,Referral,2,1,1,0.003,2023-01-01,13-24,678,0.25,301.49,Medium,2023-01,2024-01-01
C00369,2023-01-21,Basic,17.72,18,1,2023-10-23,billing,9.0,2.0,2023-10-09,Card,North America,45-54,Direct,2,0,1,0.024,2023-01-01,13-24,789,0.5,311.3,Medium,2023-01,2023-10-01
C01167,2023-01-21,Standard,39.5,29,0,,billing,12.0,1.0,2025-06-11,Card,APAC,25-34,Organic Search,2,0,1,0.056,2023-01-01,25-60,178,0.41379310344827586,1081.35,High,2023-01,
C03805,2023-01-21,Standard,39.82,18,1,2024-04-22,support issues,7.0,1.0,2024-03-13,Card,APAC,45-54,Organic Search,1,0,1,0.0,2023-01-01,13-24,633,0.3888888888888889,716.76,High,2023-01,2024-04-01
C04076,2023-01-21,Basic,19.22,19,1,2024-03-20,billing,8.0,3.0,2024-02-24,ACH,North America,25-34,Direct,4,0,1,0.013,2023-01-01,13-24,651,0.42105263157894735,360.43,Medium,2023-01,2024-03-01
C00821,2023-01-22,Basic,21.36,16,1,2024-01-04,product dissatisfaction,5.0,2.0,2024-03-06,Card,Latin America,25-34,Email,3,0,1,0.033,2023-01-01,13-24,640,0.3125,330.48,Medium,2023-01,2024-01-01
C01744,2023-01-22,Basic,21.97,21,1,2024-03-11,price sensitivity,5.0,3.0,2024-01-31,PayPal,North America,55+,Email,5,0,1,0.102,2023-01-01,13-24,675,0.23809523809523808,414.31,Medium,2023-01,2024-03-01
C01783,2023-01-22,Standard,46.0,29,0,,billing,16.0,1.0,2025-06-17,PayPal,North America,35-44,Paid Ads,4,0,1,0.053,2023-01-01,25-60,172,0.5517241379310345,1263.3,High,2023-01,
C02138,2023-01-22,Basic,26.8,21,1,2024-03-02,product dissatisfaction,8.0,1.0,2024-01-28,Card,APAC,25-34,Paid Ads,3,1,1,0.06,2023-01-01,13-24,678,0.38095238095238093,529.03,High,2023-01,2024-03-01
C02261,2023-01-22,Standard,35.41,29,0,,billing,15.0,0.0,2025-06-10,Card,North America,35-44,Direct,5,0,1,0.071,2023-01-01,25-60,179,0.5172413793103449,953.98,High,2023-01,
C02712,2023-01-22,Standard,37.94,17,1,2024-04-04,billing,15.0,2.0,2024-02-29,Card,North America,25-34,Partnerships,5,1,1,0.037,2023-01-01,13-24,646,0.8823529411764706,621.12,High,2023-01,2024-04-01
C03119,2023-01-22,Standard,35.44,29,0,,billing,13.0,0.0,2025-11-06,PayPal,APAC,35-44,Paid Ads,5,0,1,0.007,2023-01-01,25-60,30,0.4482758620689655,1020.57,High,2023-01,
C03309,2023-01-22,Standard,38.98,29,0,,billing,11.0,1.0,2025-06-16,Card,North America,25-34,Direct,2,0,1,0.063,2023-01-01,25-60,173,0.3793103448275862,1059.2,High,2023-01,
C03947,2023-01-22,Basic,19.04,29,0,,billing,8.0,1.0,2025-06-11,Card,APAC,35-44,Referral,2,0,1,0.011,2023-01-01,25-60,178,0.27586206896551724,546.09,High,2023-01,
C04700,2023-01-22,Standard,45.26,19,1,2024-03-15,price sensitivity,10.0,0.0,2024-02-14,PayPal,Latin America,35-44,Direct,5,1,1,0.05,2023-01-01,13-24,661,0.5263157894736842,816.94,High,2023-01,2024-03-01
C06219,2023-01-22,Basic,19.75,29,0,,billing,6.0,1.0,2025-06-08,Wallet,Latin America,18-24,Partnerships,3,0,1,0.15387499999999998,2023-01-01,25-60,181,0.20689655172413793,484.62,Medium,2023-01,
C06707,2023-01-22,Standard,31.08,20,1,2024-06-02,competitor,9.0,2.0,2024-06-01,Card,Latin America,35-44,Partnerships,1,0,1,0.077,2023-01-01,13-24,553,0.45,573.74,High,2023-01,2024-06-01
C00429,2023-01-23,Standard,36.48,29,0,,billing,10.0,0.0,2025-06-17,Wallet,Europe,18-24,Direct,1,0,1,0.009,2023-01-01,25-60,172,0.3448275862068966,1048.4,High,2023-01,
C00454,2023-01-23,Standard,40.11,29,0,,billing,13.0,0.0,2025-06-20,PayPal,Europe,25-34,Direct,5,1,1,0.014,2023-01-01,25-60,169,0.4482758620689655,1146.91,High,2023-01,
C01180,2023-01-23,Basic,9.99,29,0,,billing,6.0,2.0,2025-07-06,Card,Europe,35-44,Email,3,0,1,0.044,2023-01-01,25-60,153,0.20689655172413793,276.96,Medium,2023-01,
C01399,2023-01-23,Premium,75.13,29,0,,billing,13.0,2.0,2025-05-06,Card,North America,55+,Organic Search,4,0,1,0.071,2023-01-01,25-60,214,0.4482758620689655,2024.08,High,2023-01,
C03442,2023-01-23,Basic,23.86,29,0,,billing,9.0,0.0,2025-06-22,Wallet,North America,25-34,Organic Search,2,0,1,0.047,2023-01-01,25-60,167,0.3103448275862069,659.42,High,2023-01,
C04260,2023-01-23,Standard,33.03,29,0,,billing,14.0,0.0,2025-06-09,Card,North America,35-44,Email,3,2,1,0.062,2023-01-01,25-60,180,0.4827586206896552,898.48,High,2023-01,
C04913,2023-01-23,Premium,81.07,29,0,,billing,12.0,1.0,2025-06-22,Card,Latin America,55+,Direct,5,0,1,0.062,2023-01-01,25-60,167,0.41379310344827586,2205.27,High,2023-01,
C05114,2023-01-23,Standard,34.34,20,1,2023-09-12,price sensitivity,12.0,1.0,2023-12-11,Card,Europe,35-44,Direct,5,0,1,0.077,2023-01-01,13-24,726,0.6,633.92,High,2023-01,2023-09-01
C05405,2023-01-23,Standard,30.06,15,1,2023-03-11,billing,7.0,2.0,2023-09-30,Card,North America,45-54,Paid Ads,1,1,1,0.033,2023-01-01,13-24,798,0.4666666666666667,436.02,Medium,2023-01,2023-03-01
C05774,2023-01-23,Standard,40.36,18,1,2024-01-22,support issues,11.0,1.0,2023-12-22,ACH,Latin America,45-54,Email,4,0,1,0.05,2023-01-01,13-24,715,0.6111111111111112,690.16,High,2023-01,2024-01-01
C07398,2023-01-23,Basic,20.31,29,0,,billing,5.0,3.0,2025-06-22,PayPal,APAC,35-44,Organic Search,5,1,1,0.032,2023-01-01,25-60,167,0.1724137931034483,570.14,High,2023-01,
C03997,2023-01-24,Standard,31.28,29,0,,billing,14.0,1.0,2023-11-10,Wallet,APAC,35-44,Referral,5,0,1,0.036,2023-01-01,25-60,757,0.4827586206896552,874.46,High,2023-01,
C05162,2023-01-24,Standard,40.34,29,0,,billing,8.0,1.0,2025-06-19,Card,Latin America,25-34,Email,3,0,1,0.069,2023-01-01,25-60,170,0.27586206896551724,1089.14,High,2023-01,
C06107,2023-01-24,Standard,47.74,29,0,,billing,8.0,2.0,2025-06-12,PayPal,Europe,25-34,Direct,5,0,1,0.15387499999999998,2023-01-01,25-60,177,0.27586206896551724,1171.43,High,2023-01,
C06369,2023-01-24,Standard,33.46,29,0,,billing,7.0,0.0,2025-09-06,Card,APAC,45-54,Paid Ads,3,0,1,0.021,2023-01-01,25-60,91,0.2413793103448276,949.96,High,2023-01,
C06616,2023-01-24,Basic,18.69,19,1,2024-05-12,billing,7.0,2.0,2024-04-13,Card,Europe,45-54,Direct,2,0,1,0.15387499999999998,2023-01-01,13-24,602,0.3684210526315789,300.47,Medium,2023-01,2024-05-01
C06666,2023-01-24,Premium,81.25,29,0,,billing,13.0,0.0,2025-06-18,Card,Europe,35-44,Direct,2,0,1,0.128,2023-01-01,25-60,171,0.4482758620689655,2054.65,High,2023-01,
C07065,2023-01-24,Basic,13.2,29,0,,billing,8.0,2.0,2025-08-06,Card,North America,45-54,Referral,5,1,1,0.011,2023-01-01,25-60,122,0.27586206896551724,378.59,Medium,2023-01,
C02223,2023-01-25,Standard,40.13,16,1,2024-01-20,billing,9.0,3.0,2024-01-01,ACH,North America,55+,Referral,2,0,1,0.024,2023-01-01,13-24,705,0.5625,626.67,High,2023-01,2024-01-01
C02329,2023-01-25,Basic,12.22,29,0,,billing,7.0,0.0,2025-06-19,Card,APAC,35-44,Direct,3,0,1,0.025,2023-01-01,25-60,170,0.2413793103448276,345.52,Medium,2023-01,
C02410,2023-01-25,Premium,67.11,22,1,2024-07-05,competitor,11.0,0.0,2024-04-24,Card,North America,45-54,Organic Search,3,0,1,0.007,2023-01-01,13-24,591,0.5,1466.09,High,2023-01,2024-07-01
C02469,2023-01-25,Basic,22.56,20,1,2024-05-18,billing,6.0,2.0,2024-04-13,Card,Europe,35-44,Direct,2,0,1,0.055,2023-01-01,13-24,602,0.3,426.38,Medium,2023-01,2024-05-01
C02636,2023-01-25,Premium,62.82,16,1,2024-06-05,billing,13.0,0.0,2024-04-25,Card,Europe,35-44,Paid Ads,5,0,1,0.0,2023-01-01,13-24,590,0.8125,1005.12,High,2023-01,2024-06-01
C03486,2023-01-25,Standard,39.13,11,1,2023-05-31,support issues,6.0,3.0,2023-04-23,Card,North America,25-34,Paid Ads,1,0,1,0.14,2023-01-01,7-12,958,0.5454545454545454,370.17,Medium,2023-01,2023-05-01
C04645,2023-01-25,Basic,23.16,19,1,2023-12-18,billing,5.0,2.0,2023-08-03,Card,Latin America,45-54,Paid Ads,2,1,1,0.032,2023-01-01,13-24,856,0.2631578947368421,425.96,Medium,2023-01,2023-12-01
C05529,2023-01-25,Basic,19.22,29,0,,billing,9.0,2.0,2025-06-15,Card,Europe,45-54,Email,4,0,1,0.017,2023-01-01,25-60,174,0.3103448275862069,547.9,High,2023-01,
C06384,2023-01-25,Premium,71.97,13,1,2023-10-14,billing,17.0,0.0,2023-09-18,PayPal,APAC,35-44,Referral,5,0,1,0.143,2023-01-01,13-24,810,1.3076923076923077,801.82,High,2023-01,2023-10-01
C06600,2023-01-25,Premium,74.81,29,0,,billing,17.0,0.0,2023-11-11,Wallet,Europe,35-44,Partnerships,2,0,1,0.031,2023-01-01,25-60,756,0.5862068965517241,2102.24,High,2023-01,
C07485,2023-01-25,Standard,50.08,29,0,,billing,12.0,0.0,2025-06-14,Card,APAC,25-34,Paid Ads,5,0,1,0.016,2023-01-01,25-60,175,0.41379310344827586,1429.08,High,2023-01,
C04715,2023-01-26,Standard,38.49,19,1,2024-04-07,support issues,8.0,1.0,2024-03-16,Card,North America,45-54,Paid Ads,3,0,1,0.037,2023-01-01,13-24,630,0.42105263157894735,704.25,High,2023-01,2024-04-01
C05630,2023-01-26,Basic,16.14,22,1,2024-09-28,support issues,8.0,1.0,2024-09-17,Card,Europe,35-44,Paid Ads,1,0,1,0.04,2023-01-01,13-24,445,0.36363636363636365,340.88,Medium,2023-01,2024-09-01
C06788,2023-01-26,Standard,42.84,29,0,,billing,11.0,0.0,2025-06-24,Card,Latin America,25-34,Paid Ads,2,0,1,0.064,2023-01-01,25-60,165,0.3793103448275862,1162.85,High,2023-01,
C00830,2023-01-27,Basic,22.76,23,1,2023-12-24,billing,4.0,1.0,2023-09-12,Card,Europe,25-34,Paid Ads,0,0,1,0.06,2023-01-01,13-24,816,0.17391304347826086,492.07,High,2023-01,2023-12-01
C01493,2023-01-27,Basic,21.08,16,1,2023-12-21,price sensitivity,5.0,2.0,2023-11-16,Card,North America,18-24,Organic Search,2,0,1,0.007,2023-01-01,13-24,751,0.3125,334.92,Medium,2023-01,2023-12-01
C01300,2023-01-28,Premium,83.19125,18,1,2023-10-30,billing,12.0,2.0,2023-09-25,Card,Europe,35-44,Direct,3,0,1,0.075,2023-01-01,13-24,803,0.6666666666666666,1385.13,High,2023-01,2023-10-01
C01590,2023-01-28,Basic,16.08,29,0,,billing,7.0,1.0,2025-10-06,Card,APAC,18-24,Organic Search,5,0,1,0.001,2023-01-01,25-60,61,0.2413793103448276,465.85,Medium,2023-01,
C01869,2023-01-28,Standard,30.11,29,0,,billing,12.0,0.0,2025-06-11,Card,Europe,25-34,Partnerships,4,0,1,0.065,2023-01-01,25-60,178,0.41379310344827586,816.43,High,2023-01,
C01944,2023-01-28,Premium,83.19125,29,0,,billing,20.0,1.0,2025-06-22,Card,North America,25-34,Partnerships,4,0,1,0.073,2023-01-01,25-60,167,0.6896551724137931,2236.43,High,2023-01,
C03537,2023-01-28,Standard,41.17,29,0,,billing,12.0,3.0,2025-06-14,Card,APAC,45-54,Direct,5,0,1,0.075,2023-01-01,25-60,175,0.41379310344827586,1104.39,High,2023-01,
C04531,2023-01-28,Standard,29.49,19,1,2024-07-06,competitor,12.0,2.0,2024-10-05,PayPal,North America,25-34,Referral,3,0,1,0.041,2023-01-01,13-24,427,0.631578947368421,537.34,High,2023-01,2024-07-01
C04535,2023-01-28,Basic,28.29,14,1,2024-01-27,product dissatisfaction,7.0,0.0,2023-12-31,PayPal,Europe,25-34,Organic Search,4,0,1,0.15387499999999998,2023-01-01,13-24,706,0.5,335.12,Medium,2023-01,2024-01-01
C05429,2023-01-28,Standard,44.56,29,0,,billing,9.0,1.0,2025-06-24,ACH,APAC,25-34,Email,5,0,1,0.013,2023-01-01,25-60,165,0.3103448275862069,1275.44,High,2023-01,
C06573,2023-01-28,Basic,18.23,14,1,2023-08-29,billing,9.0,3.0,2023-07-20,PayPal,Europe,35-44,Direct,0,0,1,0.011,2023-01-01,13-24,870,0.6428571428571429,252.41,Medium,2023-01,2023-08-01
C06907,2023-01-28,Standard,45.48,29,0,,billing,6.0,1.0,2025-06-27,Card,Latin America,25-34,Organic Search,3,1,1,0.058,2023-01-01,25-60,162,0.20689655172413793,1242.42,High,2023-01,
C07011,2023-01-28,Basic,18.29,29,0,,billing,6.0,0.0,2025-06-23,Wallet,Latin America,45-54,Direct,1,0,1,0.15387499999999998,2023-01-01,25-60,166,0.20689655172413793,448.79,Medium,2023-01,
C07284,2023-01-28,Standard,39.98,21,1,2023-10-18,no usage,10.0,2.0,2023-09-24,Card,APAC,45-54,Direct,2,0,1,0.135,2023-01-01,13-24,804,0.47619047619047616,726.24,High,2023-01,2023-10-01
C00138,2023-01-29,Premium,64.55,29,0,,billing,12.0,0.0,2025-11-06,Card,Latin America,55+,Organic Search,4,0,1,0.052,2023-01-01,25-60,30,0.41379310344827586,1774.61,High,2023-01,
C01536,2023-01-29,Basic,19.96,29,0,,billing,5.0,1.0,2025-06-24,Card,North America,45-54,Paid Ads,0,0,1,0.067,2023-01-01,25-60,165,0.1724137931034483,540.06,High,2023-01,
C02263,2023-01-29,Basic,26.3,20,1,2024-06-15,billing,9.0,0.0,2024-05-23,Card,Latin America,35-44,Partnerships,4,1,1,0.051,2023-01-01,13-24,562,0.45,499.17,High,2023-01,2024-06-01
C02559,2023-01-29,Basic,18.52,29,0,,billing,12.0,3.0,2025-06-15,Card,Europe,25-34,Email,4,0,1,0.15387499999999998,2023-01-01,25-60,174,0.41379310344827586,454.44,Medium,2023-01,
C02951,2023-01-29,Basic,28.11,29,0,,billing,10.0,5.0,2025-06-27,Wallet,Europe,25-34,Organic Search,5,1,1,0.116,2023-01-01,25-60,162,0.3448275862068966,720.63,High,2023-01,
C03458,2023-01-29,Basic,15.12,29,0,,billing,9.0,2.0,2025-06-20,Card,North America,25-34,Direct,5,1,1,0.018,2023-01-01,25-60,169,0.3103448275862069,430.59,Medium,2023-01,
C04160,2023-01-29,Basic,20.29,29,0,,billing,8.0,0.0,2025-06-28,Card,North America,25-34,Paid Ads,5,1,1,0.136,2023-01-01,25-60,161,0.27586206896551724,508.39,High,2023-01,
C05120,2023-01-29,Standard,43.21,29,0,,billing,12.0,0.0,2025-06-13,Card,North America,25-34,Referral,5,0,1,0.08,2023-01-01,25-60,176,0.41379310344827586,1152.84,High,2023-01,
C05210,2023-01-29,Standard,41.26,29,0,,billing,11.0,1.0,2025-06-21,Card,North America,35-44,Paid Ads,3,0,1,0.095,2023-01-01,25-60,168,0.3793103448275862,1082.87,High,2023-01,
C06917,2023-01-29,Basic,18.21,29,0,,billing,8.0,0.0,2025-06-24,PayPal,APAC,25-34,Direct,5,0,1,0.004,2023-01-01,25-60,165,0.27586206896551724,525.98,High,2023-01,
C00385,2023-01-30,Standard,42.28,29,0,,billing,13.0,1.0,2025-06-29,Card,Europe,25-34,Organic Search,3,0,1,0.024,2023-01-01,25-60,160,0.4482758620689655,1196.69,High,2023-01,
C00787,2023-01-30,Standard,28.49,29,0,,billing,12.0,1.0,2025-06-27,ACH,Europe,35-44,Partnerships,4,0,1,0.015,2023-01-01,25-60,162,0.41379310344827586,813.82,High,2023-01,
C02499,2023-01-30,Standard,35.46,29,0,,billing,11.0,2.0,2025-06-15,PayPal,North America,45-54,Paid Ads,5,0,1,0.01,2023-01-01,25-60,174,0.3793103448275862,1018.06,High,2023-01,
C03682,2023-01-30,Standard,34.15,29,0,,billing,15.0,0.0,2025-06-25,Card,North America,18-24,Partnerships,5,0,1,0.039,2023-01-01,25-60,164,0.5172413793103449,951.73,High,2023-01,
C04036,2023-01-30,Premium,68.62,16,1,2024-03-12,billing,19.0,1.0,2024-02-16,Card,North America,25-34,Direct,5,0,1,0.008,2023-01-01,13-24,659,1.1875,1089.14,High,2023-01,2024-03-01
C04244,2023-01-30,Premium,56.77,29,0,,billing,14.0,2.0,2025-06-24,ACH,Europe,55+,Organic Search,5,0,1,0.02,2023-01-01,25-60,165,0.4827586206896552,1613.4,High,2023-01,
C04642,2023-01-30,Standard,40.21,29,0,,billing,7.0,0.0,2025-06-25,Card,Latin America,25-34,Organic Search,0,0,1,0.057,2023-01-01,25-60,164,0.2413793103448276,1099.62,High,2023-01,
C05396,2023-01-30,Standard,40.26,29,0,,billing,15.0,3.0,2025-06-15,Card,North America,25-34,Direct,4,0,1,0.039,2023-01-01,25-60,174,0.5172413793103449,1122.01,High,2023-01,
