customer_id,signup_date,plan_type,monthly_charge,tenure_months,churn_flag,churn_date,churn_reason,usage_frequency,support_tickets_raised,last_login_date,payment_method,region,age_group,acquisition_channel,upsell_count,downsell_count,discount_applied,discount_pct
C00197,2023-11-09,Basic,16.83,19,0,,,5,3.0,2025-05-28,ACH,Latin America,55+,Direct,2,0,1,0.02
C00198,2023-04-18,Basic,22.8,26,0,,,7,0.0,06-06-2025,Card,North America,35-44,Organic Search,3,0,1,0.01
C00199,11/06/2023,Premium,79.55,19,0,,,13,0.0,2025-06-05,Card,Latin America,25-34,Referral,5,0,1,0.125
C00200,2025-05-27,Basic,24.24,1,1,06/10/2025,billing,8,,05/27/2025,PayPal,Europe,45-54,Partnerships,0,0,1,0.041
C00201,12/01/2023,Standard,37.0,18,0,,,11,0.0,05/22/2025,Card,APAC,35-44,Email,5,0,1,0.072
C00202,2025-04-08,Premium,78.46,2,0,,,12,1.0,06/06/2025,Card,APAC,55+,Paid Ads,3,0,1,0.217
C00203,2024-03-27,Premium,75.71,15,0,,,17,0.0,06/19/2025,PayPal,North America,25-34,Email,1,1,1,0.058
C00204,2024-09-30,Standard,51.16,9,0,,,9,2.0,06/21/2025,,North America,18-24,Organic Search,2,0,1,0.032
C00205,2024-02-22,Basic,14.52,16,0,,,6,2.0,"Jun 12, 2025",Card,Latin America,25-34,Direct,3,0,1,0.064
C00206,2023-08-31,Standard,35.95,11,1,29-04-2024,no usage,9,0.0,14-04-2024,ACH,North America,25-34,Partnerships,4,0,1,0.009
C00207,2024-11-27,Premium,69.22,1,1,12/19/2024,billing,12,2.0,28-11-2024,Card,North America,45-54,Paid Ads,4,0,1,0.008
C00208,06/02/2025,Premium,84.73,1,1,2025-06-29,billing,14,1.0,2025-06-07,PayPal,North America,35-44,Organic Search,3,0,1,
C00209,"Aug 29, 2023",Basic,14.44,14,1,07-07-2024,competitor,10,1.0,2024-06-13,Card,APAC,25-34,Direct,5,0,1,0.08
C00210,2024-12-11,Basic,26.29,6,1,04/26/2025,no usage,5,2.0,2025-03-26,Card,North America,45-54,Paid Ads,1,1,1,0.043
C00211,27-08-2023,Basic,19.32,22,0,,,9,1.0,2025-06-20,Card,Europe,35-44,Organic Search,2,0,1,0.052
C00212,15-10-2024,Basic,20.65,8,1,2025-04-05,support issues,7,3.0,2025-02-20,Card,Europe,35-44,Organic Search,2,0,1,0.008
C00213,2024-12-20,Standard,41.78,6,0,,,12,0.0,,Card,Latin America,25-34,Direct,2,0,1,
C00214,14-02-2024,Basic,18.92,9,1,2024-10-25,competitor,3,1.0,2024-10-07,ACH,North America,55+,Organic Search,2,2,1,0.074
C00215,2024-11-03,Basic,19.49,7,0,,,6,1.0,05/28/2025,Card,APAC,35-44,Referral,1,0,1,0.046
C00216,09/06/2023,Basic,19.34,16,1,2024-11-17,price sensitivity,6,2.0,2024-10-15,PayPal,Latin America,45-54,Email,1,1,1,0.005
C00217,14-03-2023,Standard,42.12,20,1,2024-07-06,billing,13,0.0,2024-06-03,Card,Europe,45-54,Direct,5,0,1,0.068
C00218,"Mar 29, 2023",Basic,15.71,20,1,25-10-2024,billing,5,3.0,2024-09-22,Card,North America,35-44,Referral,5,1,1,0.009
C00219,12-02-2024,Standard,33.05,10,1,2024-07-13,price sensitivity,16,2.0,2024-06-16,Card,APAC,18-24,Referral,5,0,1,0.049
C00220,04/03/2025,Basic,22.28,2,1,2025-05-12,product dissatisfaction,4,3.0,08-04-2025,ACH,Latin America,35-44,Organic Search,1,1,1,0.012
C00221,2023-04-27,Premium,78.98,26,0,,,17,0.0,2025-06-19,Card,Europe,18-24,Referral,5,0,1,0.07
C00222,2024-02-20,Basic,10.97,16,1,05-04-2025,product dissatisfaction,6,5.0,"Feb 17, 2025",Card,North America,55+,Organic Search,2,2,1,0.078
C00223,04-10-2024,Standard,36.15,8,0,,,10,1.0,2025-06-04,Card,North America,25-34,Organic Search,2,0,1,0.021
C00224,2023-07-04,Basic,25.12,15,1,10-07-2024,billing,8,1.0,06/30/2024,ACH,North America,25-34,Organic Search,5,0,1,0.143
C00225,"Oct 20, 2024",Basic,18.36,8,1,"Apr 07, 2025",billing,6,9.0,2025-02-04,PayPal,North America,35-44,Direct,3,3,1,0.072
C00226,07-10-2023,Basic,16.88,20,0,,,12,1.0,2025-05-24,PayPal,North America,35-44,Organic Search,5,0,1,0.197
C00227,07-01-2025,Basic,13.02,5,1,"Mar 27, 2025",support issues,9,1.0,2025-02-19,ACH,North America,35-44,Organic Search,4,0,1,0.062
C00228,12-06-2024,Basic,16.73,9,1,"Jan 09, 2025",product dissatisfaction,7,3.0,2024-12-12,Card,APAC,45-54,Partnerships,2,1,1,0.056
C00229,2024-05-13,Standard,32.02,13,1,2025-01-30,price sensitivity,8,2.0,2024-12-31,PayPal,Latin America,45-54,Organic Search,1,1,1,0.006
C00230,11-06-2023,Standard,41.58,24,0,,,13,0.0,2025-06-05,PayPal,APAC,55+,Direct,3,1,1,0.028
C00231,2024-02-27,Basic,19.2,12,1,"Sep 09, 2024",competitor,6,3.0,2024-08-06,Card,Latin America,25-34,Paid Ads,0,0,1,0.226
C00232,2025-02-20,Standard,36.82,4,1,2025-06-09,support issues,10,3.0,07-05-2025,Card,Latin America,35-44,Referral,2,0,1,0.017
C00233,18-01-2023,Standard,34.43,19,1,08/10/2024,billing,10,1.0,2024-07-06,PayPal,North America,45-54,Organic Search,5,0,1,0.037
C00234,"Nov 22, 2024",Basic,25.11,7,0,,,10,3.0,"Jun 16, 2025",PayPal,Latin America,25-34,Organic Search,3,0,1,0.193
C00235,25-03-2024,Basic,16.18,12,1,"Mar 14, 2025",no usage,8,3.0,2025-02-04,ACH,North America,25-34,Partnerships,4,1,1,0.282
C00236,2024-10-18,Basic,16.19,8,1,"Mar 26, 2025",price sensitivity,8,3.0,2025-02-25,Card,Europe,18-24,Referral,5,0,1,0.038
C00237,"Aug 27, 2024",Basic,18.03,10,1,21-03-2025,product dissatisfaction,3,5.0,2025-02-03,PayPal,APAC,45-54,Organic Search,2,3,1,0.001
C00238,"Jan 30, 2024",Standard,38.38,14,1,"Aug 23, 2024",price sensitivity,11,2.0,"Jul 30, 2024",Card,APAC,35-44,Paid Ads,4,0,1,0.01
C00239,"Oct 09, 2023",Premium,83.82,20,0,,,16,1.0,2025-05-25,Card,North America,25-34,Referral,4,1,1,0.047
C00240,"Jul 26, 2024",Premium,88.3,11,1,01/08/2025,competitor,14,0.0,"Dec 09, 2024",Card,Latin America,18-24,Organic Search,3,0,1,0.078
C00241,05/08/2023,Premium,87.56,11,1,"Oct 30, 2023",billing,15,1.0,2023-09-17,Card,North America,18-24,Referral,3,0,1,0.046
C00242,2024-06-16,Standard,53.58,8,1,"Nov 05, 2024",price sensitivity,12,,2024-10-20,Card,North America,35-44,Referral,5,0,1,0.074
C00243,03/28/2023,Basic,12.23,13,1,2024-04-25,product dissatisfaction,9,4.0,2024-03-12,Card,North America,25-34,Direct,1,0,1,0.079
C00244,"Aug 15, 2024",Basic,19.92,10,1,12/18/2024,billing,4,3.0,2024-11-12,ACH,North America,45-54,Partnerships,1,1,1,0.055
C00245,2024-07-27,Basic,16.92,7,1,10/21/2024,product dissatisfaction,3,3.0,09/10/2024,Card,Latin America,55+,Paid Ads,3,2,1,0.047
C00246,2023-03-19,Basic,27.04,20,1,"Sep 16, 2024",billing,9,3.0,2024-07-29,Card,North America,45-54,Email,4,0,1,0.046
C00247,2024-11-21,Basic,19.7,1,1,"Dec 10, 2024",billing,8,5.0,2024-11-21,ACH,North America,45-54,Referral,4,0,1,0.016
C00248,"Jan 15, 2024",Standard,26.82,17,0,,,8,1.0,06/13/2025,Wallet,APAC,55+,Referral,1,0,1,0.013
C00249,2024-12-18,Basic,20.74,6,0,,,4,0.0,"May 28, 2025",PayPal,Europe,45-54,Direct,0,0,1,0.024
C00250,02/07/2023,Basic,20.07,15,1,12/15/2023,billing,6,4.0,"Oct 29, 2023",Card,Europe,35-44,Direct,5,0,1,0.185
C00251,"Jun 13, 2023",Standard,43.55,24,0,,,13,1.0,"May 31, 2025",Card,Europe,45-54,Organic Search,5,0,1,0.022
C00252,03/26/2024,Basic,16.11,15,0,,,6,2.0,"Jun 16, 2025",PayPal,Europe,35-44,Email,2,0,1,0.015
C00253,06/21/2023,Premium,82.28,24,0,,,17,0.0,2025-06-16,Card,Europe,25-34,Email,5,0,1,0.06
C00254,"Oct 28, 2023",Basic,17.92,16,1,"Jan 25, 2025",no usage,8,,07-01-2025,ACH,Europe,18-24,Paid Ads,3,0,1,0.03
C00255,25-08-2024,Standard,34.97,2,1,"Oct 01, 2024",no usage,12,0.0,27-08-2024,Card,APAC,35-44,Referral,5,0,1,0.246
C00256,05/12/2023,Basic,20.37,16,1,"Dec 11, 2023",price sensitivity,3,4.0,"Nov 01, 2023",ACH,North America,55+,Partnerships,2,1,1,0.032
C00257,2024-09-10,Standard,39.92,9,0,,,13,2.0,2025-06-01,Card,Europe,35-44,Email,5,0,1,0.035
C00258,05-04-2023,Basic,23.2,26,0,,,5,0.0,05/22/2025,Card,North America,25-34,Referral,5,0,1,0.034
C00259,06/09/2023,Basic,19.11,14,1,2023-11-06,product dissatisfaction,8,1.0,10/13/2023,Card,APAC,35-44,Organic Search,2,0,1,0.046
C00260,"Jun 19, 2024",Standard,42.62,12,0,,,12,0.0,13-06-2025,Card,North America,45-54,Direct,5,0,1,0.019
C00261,"Dec 24, 2024",Basic,14.17,6,0,,,6,2.0,2025-06-17,Card,North America,45-54,Organic Search,0,1,1,0.079
C00262,2023-06-05,Basic,24.58,21,1,2024-07-11,price sensitivity,6,2.0,2024-05-31,Card,APAC,35-44,Direct,1,1,1,
C00263,2023-10-01,Premium,71.23,20,0,,,17,0.0,2025-05-13,Card,Europe,25-34,Referral,5,0,1,0.056
C00264,23-04-2025,Basic,22.61,2,1,"May 28, 2025",support issues,10,5.0,2025-04-23,Card,North America,25-34,Direct,3,0,1,0.028
C00265,06/21/2025,Standard,40.58,1,1,2025-06-30,billing,10,2.0,2025-06-21,Card,North America,55+,Organic Search,3,0,1,0.069
C00266,2024-06-13,Standard,39.82,9,1,01/20/2025,billing,11,0.0,2024-12-29,Card,North America,25-34,Referral,5,0,1,0.215
C00267,12-02-2024,Basic,22.04,13,1,"Mar 06, 2025",price sensitivity,7,,2025-02-08,Wallet,APAC,45-54,Direct,2,0,1,0.067
C00268,"Nov 13, 2023",Standard,26.16,10,1,"Jul 30, 2024",billing,12,1.0,07/04/2024,Card,Europe,25-34,Paid Ads,1,0,1,0.018
C00269,2024-07-12,Basic,16.71,8,1,12/14/2024,,4,1.0,2024-11-21,Card,North America,55+,Organic Search,2,0,1,0.067
C00270,2024-06-22,Standard,43.48,12,0,,,11,0.0,15-06-2025,Card,Europe,25-34,Organic Search,3,0,1,0.076
C00271,"Sep 26, 2023",Basic,26.69,21,0,,,5,1.0,2025-06-14,Card,Europe,45-54,Partnerships,4,0,1,0.016
C00272,01/21/2023,Basic,18.9,16,1,03/01/2024,price sensitivity,4,3.0,28-01-2024,PayPal,North America,45-54,Referral,2,1,1,0.003
C00273,"May 19, 2023",Basic,9.99,12,1,2023-12-23,billing,8,2.0,06-12-2023,ACH,APAC,45-54,Direct,2,0,1,0.066
C00274,"May 24, 2025",Premium,75.83,1,0,,,16,0.0,"Jun 09, 2025",Card,North America,45-54,Referral,5,0,1,0.283
C00275,01/17/2024,Standard,38.64,17,0,,,14,0.0,01-06-2025,Card,APAC,18-24,Partnerships,5,0,1,0.02
C00276,15-03-2024,Premium,90.09,15,0,,,17,0.0,06/05/2025,Card,Latin America,25-34,Referral,2,0,1,0.295
C00277,"Mar 02, 2024",Standard,39.29,15,0,,,14,0.0,2025-05-28,Card,North America,25-34,Organic Search,3,0,1,0.249
C00278,"Dec 14, 2024",Standard,31.34,6,0,,,11,0.0,2025-06-04,Card,Latin America,35-44,Organic Search,2,0,1,0.22
C00279,2023-03-01,Standard,44.78,11,1,"Nov 06, 2023",billing,12,1.0,"Oct 02, 2023",Wallet,Latin America,35-44,Organic Search,4,0,1,0.297
C00280,2023-03-17,Premium,84.68,27,0,,,14,1.0,2025-06-03,Card,Europe,25-34,Partnerships,5,0,1,0.171
C00281,2023-09-09,Standard,34.81,9,1,"May 06, 2024",billing,12,1.0,04/02/2024,Card,Europe,45-54,Direct,4,0,1,0.041
C00282,03/19/2024,Basic,21.88,7,1,2024-07-10,billing,6,5.0,"May 31, 2024",Card,North America,25-34,Direct,1,1,1,0.023
C00283,2024-09-04,Standard,35.72,9,1,02-05-2025,competitor,13,1.0,2025-04-04,Card,North America,25-34,Direct,3,0,1,0.011
C00284,2024-03-23,Standard,37.21,15,0,,,11,0.0,06/10/2025,Card,Latin America,25-34,Partnerships,4,1,1,0.086
C00285,"Feb 07, 2024",Basic,16.88,8,1,09/29/2024,competitor,5,2.0,10-08-2024,Card,North America,45-54,Email,4,1,1,0.002
C00286,2025-05-05,Basic,17.76,1,1,"May 28, 2025",price sensitivity,8,2.0,2025-05-05,Wallet,North America,18-24,Direct,2,0,1,0.051
C00287,2023-05-27,Basic,22.63,16,1,2024-04-23,no usage,9,0.0,04/03/2024,Card,Europe,55+,Paid Ads,5,0,1,0.022
C00288,2024-06-05,Premium,61.14,12,0,,,15,0.0,31-05-2025,Card,North America,35-44,Organic Search,4,0,1,0.047
C00289,"May 09, 2024",Basic,23.42,9,1,12/17/2024,billing,5,2.0,11/14/2024,Card,Latin America,35-44,Referral,4,2,1,0.06
C00290,2024-03-07,Premium,80.76,15,1,2025-01-16,,16,1.0,2024-12-16,Card,APAC,25-34,Partnerships,5,0,1,0.0
C00291,01/06/2025,Standard,36.66,5,1,12-05-2025,billing,9,2.0,2025-04-23,Card,APAC,45-54,Referral,3,0,1,0.035
C00292,2023-09-01,Standard,39.12,10,1,31-03-2024,billing,10,1.0,2024-02-19,PayPal,North America,45-54,Paid Ads,2,0,1,0.022
C00293,05/19/2025,Basic,15.36,1,1,06/15/2025,competitor,4,2.0,"May 19, 2025",Card,Europe,35-44,Direct,1,2,1,0.275
C00294,2023-10-30,Premium,62.68,20,0,,,13,2.0,"Jun 29, 2025",Card,APAC,25-34,Referral,4,0,1,0.011
C00295,05/12/2024,Standard,33.72,13,0,,,11,1.0,06/09/2025,ACH,North America,25-34,Paid Ads,3,1,1,0.046
C00296,2024-04-19,Basic,11.42,14,0,,,6,0.0,"Jun 07, 2025",Card,Latin America,25-34,Partnerships,4,0,1,0.047
C00297,02/13/2025,Basic,13.59,3,1,2025-04-16,billing,6,1.0,2025-04-09,Card,Europe,25-34,Referral,2,0,1,0.154
C00298,2024-02-05,Basic,12.51,12,1,"Oct 24, 2024",competitor,5,3.0,"Sep 13, 2024",Card,North America,35-44,Paid Ads,1,2,1,0.059
C00299,17-09-2023,Basic,23.9,14,1,"Apr 02, 2024",billing,8,1.0,2024-03-03,Card,North America,25-34,Paid Ads,1,1,1,0.078
C00300,01/20/2023,Standard,31.29,29,0,,,11,1.0,2025-06-12,Card,Latin America,45-54,Referral,2,0,1,
C00301,2023-11-28,Premium,78.59,19,0,,,12,1.0,19-06-2025,Wallet,North America,25-34,Paid Ads,5,2,1,0.084
C00302,2025-01-23,Standard,45.7,4,1,2025-04-16,price sensitivity,8,1.0,2025-03-20,PayPal,APAC,35-44,Organic Search,2,0,1,0.057
C00303,2023-01-10,Standard,44.1,12,1,2023-07-23,competitor,8,4.0,2023-06-18,Card,Europe,55+,Direct,5,0,1,0.074
C00304,2025-03-28,Standard,37.23,3,0,,,9,1.0,"Jun 19, 2025",PayPal,North America,25-34,Direct,2,0,1,0.057
C00305,"May 10, 2024",Premium,76.09,13,0,,,16,1.0,2025-06-07,Card,Latin America,25-34,Organic Search,5,0,1,0.124
C00306,2023-05-08,Premium,80.8,25,0,,,20,0.0,06/01/2025,PayPal,Europe,35-44,Referral,5,0,1,0.265
C00307,2023-10-03,Basic,27.45,20,0,,,7,2.0,27-05-2025,Card,North America,35-44,Referral,3,0,1,0.054
C00308,20-05-2024,Premium,83.13,13,0,,,18,0.0,05-06-2025,Card,APAC,45-54,Paid Ads,5,0,1,0.252
C00309,10/15/2023,Basic,21.67,13,1,2024-04-06,billing,5,2.0,2024-03-10,ACH,Latin America,45-54,Paid Ads,1,0,1,0.151
C00310,"Apr 10, 2023",Premium,101.66,14,1,10/14/2023,support issues,10,3.0,2023-09-08,Card,Europe,35-44,Paid Ads,3,0,1,0.038
C00311,2024-08-30,Premium,81.78,10,0,,,16,0.0,2025-06-18,PayPal,APAC,55+,Referral,4,0,1,0.061
C00312,"Sep 05, 2024",Standard,45.89,9,1,2025-01-28,billing,10,2.0,"Dec 29, 2024",Card,Europe,25-34,Partnerships,3,0,1,0.037
C00313,19-04-2023,Basic,20.91,26,0,,,9,2.0,"Jun 16, 2025",Wallet,Europe,25-34,Referral,5,0,1,0.011
C00314,"Sep 14, 2023",Standard,41.78,21,0,,,12,0.0,06/04/2025,Card,North America,25-34,Email,4,0,1,0.039
C00315,2023-08-11,Basic,15.15,14,1,15-09-2024,billing,6,3.0,08/03/2024,Card,North America,35-44,Paid Ads,2,1,1,0.051
C00316,"Aug 24, 2024",Standard,32.23,7,1,"Dec 20, 2024",product dissatisfaction,10,0.0,30-11-2024,Card,Europe,25-34,Direct,2,0,1,0.293
C00317,2024-10-28,Basic,16.95,5,1,"Jan 12, 2025",product dissatisfaction,4,2.0,12/08/2024,Card,Europe,18-24,Referral,1,1,1,0.049
C00318,"Oct 25, 2024",Standard,44.29,7,1,04/29/2025,billing,7,1.0,14-04-2025,Card,Latin America,55+,Direct,1,0,1,0.031
C00319,05/06/2025,Premium,87.34,1,0,,,18,1.0,2025-05-26,Card,Europe,25-34,Email,3,0,1,0.059
C00320,2024-12-02,Basic,24.33,6,0,,,11,1.0,2025-05-26,PayPal,Europe,25-34,Referral,3,0,1,0.058
C00321,10/20/2023,Basic,18.96,20,0,,,7,0.0,2025-06-11,Card,APAC,25-34,Referral,5,0,1,0.264
C00322,2023-04-09,Standard,42.23,26,0,,,12,1.0,2025-06-07,Card,APAC,18-24,Email,1,0,1,0.02
C00323,"Jul 14, 2024",Basic,21.17,5,1,10/06/2024,billing,10,2.0,2024-08-18,Card,North America,18-24,Email,1,0,1,0.075
C00324,2025-04-15,Basic,18.57,2,1,2025-06-02,product dissatisfaction,5,4.0,2025-04-25,ACH,APAC,25-34,Email,1,0,1,0.197
C00325,06/08/2025,Basic,17.71,1,1,06/25/2025,product dissatisfaction,7,4.0,06/08/2025,PayPal,APAC,25-34,Organic Search,1,0,1,0.027
C00326,2023-07-29,Basic,13.06,17,1,"Nov 19, 2024",no usage,5,4.0,2024-10-09,Card,North America,45-54,Organic Search,1,1,1,0.01
C00327,2023-08-04,Standard,38.08,16,1,2024-04-29,product dissatisfaction,11,1.0,04/06/2024,Card,North America,25-34,Referral,5,0,1,0.296
C00328,04-02-2023,Standard,38.38,20,1,2024-02-09,price sensitivity,11,0.0,2024-01-23,Card,North America,45-54,Direct,4,0,1,0.257
C00329,"May 09, 2023",Basic,23.54,16,1,2024-03-20,price sensitivity,2,5.0,"Feb 09, 2024",Card,Latin America,45-54,Organic Search,2,0,1,0.022
C00330,2024-05-21,Standard,46.4,8,1,"Oct 22, 2024",competitor,4,1.0,2024-09-30,Card,Europe,45-54,Paid Ads,2,0,1,0.02
C00331,2024-05-13,Basic,19.58,6,1,08/11/2024,price sensitivity,6,0.0,"Aug 01, 2024",Card,Europe,55+,Referral,4,0,1,0.074
C00332,2023-12-05,Basic,27.25,18,0,,,9,1.0,2025-05-20,PayPal,Latin America,35-44,Organic Search,0,2,1,0.26
C00333,10-10-2023,Standard,40.14,20,0,,,14,0.0,2025-06-07,Card,North America,18-24,Direct,3,0,1,0.004
C00334,"Jan 26, 2025",Basic,23.13,5,0,,,7,0.0,2025-06-27,Card,Europe,18-24,Organic Search,0,0,1,0.074
C00335,02/24/2024,Standard,38.4,11,1,2024-07-24,no usage,10,1.0,2024-07-03,Card,APAC,25-34,Partnerships,3,0,1,0.065
C00336,2025-01-07,Premium,67.6,5,0,,,11,0.0,"May 27, 2025",Card,APAC,45-54,Paid Ads,3,0,1,0.16
C00337,"May 28, 2025",Standard,36.45,1,0,,,13,0.0,2025-06-24,ACH,Latin America,35-44,Direct,5,0,1,0.189
C00338,2023-10-17,Standard,47.84,20,0,,,9,0.0,06/05/2025,PayPal,North America,18-24,Referral,3,0,1,0.015
C00339,07/04/2023,Basic,17.94,16,1,2024-07-05,product dissatisfaction,5,5.0,,Card,North America,18-24,Paid Ads,2,0,1,0.164
C00340,05/19/2025,Basic,17.13,1,1,11-06-2025,product dissatisfaction,3,5.0,19-05-2025,Card,North America,55+,Referral,0,1,1,0.132
C00341,08/01/2024,Basic,18.98,4,1,11/10/2024,billing,6,2.0,2024-10-16,ACH,Europe,35-44,Partnerships,1,1,1,0.061
C00342,2023-09-23,Standard,36.66,21,0,,,11,2.0,22-06-2025,ACH,North America,25-34,Referral,3,0,1,0.041
C00343,"Jul 21, 2024",Premium,90.94,1,1,"Aug 19, 2024",billing,14,0.0,"Aug 06, 2024",ACH,APAC,55+,Organic Search,1,0,1,0.024
C00344,04/14/2024,Basic,26.54,14,0,,,5,1.0,2025-06-07,Card,Latin America,45-54,Direct,1,0,1,0.019
C00345,2025-04-05,Basic,19.02,2,1,2025-05-20,product dissatisfaction,5,0.0,01-05-2025,Card,Europe,25-34,Organic Search,1,0,1,0.291
C00346,08/22/2023,Basic,21.16,13,1,"Jan 19, 2024",billing,11,1.0,,Card,North America,25-34,Referral,2,1,1,0.03
C00347,2025-06-23,Standard,44.83,1,1,2025-06-30,billing,12,0.0,06/23/2025,Card,Europe,35-44,Referral,2,0,1,0.032
C00348,2025-05-03,Standard,39.65,1,0,,,10,1.0,2025-05-20,Wallet,Europe,25-34,Referral,2,0,1,0.206
C00349,2023-06-14,Standard,33.73,12,1,11/12/2023,billing,6,1.0,2023-10-13,Card,Latin America,55+,Organic Search,0,0,1,0.063
C00350,2023-05-31,Premium,74.91,18,1,2024-06-07,,8,1.0,14-05-2024,Card,North America,45-54,Paid Ads,4,0,1,0.149
C00351,2024-05-01,Basic,20.65,11,1,21-11-2024,competitor,8,1.0,2024-11-03,Card,APAC,35-44,Organic Search,4,0,1,0.018
C00352,2023-02-10,Standard,41.36,28,0,,,9,1.0,"May 27, 2025",Card,North America,35-44,Paid Ads,5,0,1,0.033
C00353,2023-09-30,Standard,28.25,21,0,,,10,2.0,"Jun 19, 2025",Wallet,North America,55+,Direct,4,0,1,0.056
C00354,"Feb 01, 2024",Basic,17.25,16,0,,,10,1.0,2025-05-10,Card,APAC,18-24,Direct,5,0,1,0.055
C00355,2025-06-03,Premium,71.63,1,0,,,16,0.0,2025-06-23,Card,North America,18-24,Organic Search,4,0,1,0.065
C00356,06/24/2025,Basic,22.53,1,0,,,8,1.0,06/24/2025,PayPal,North America,45-54,Organic Search,1,0,1,0.266
C00357,05/19/2023,Standard,34.81,25,0,,,17,0.0,06/13/2025,Card,Latin America,25-34,Direct,5,0,1,0.063
C00358,24-03-2025,Standard,36.23,3,0,,,15,1.0,14-06-2025,Card,Europe,35-44,Referral,3,0,1,0.007
C00359,03/24/2023,Premium,74.04,27,0,,,13,0.0,2025-06-16,Card,North America,35-44,Partnerships,5,0,1,0.047
C00360,13-11-2024,Standard,43.75,7,0,,,15,0.0,2025-06-12,Card,North America,25-34,Organic Search,5,0,1,0.078
C00361,02/10/2025,Basic,22.88,3,1,2025-03-26,product dissatisfaction,6,2.0,2025-03-05,Card,North America,25-34,Organic Search,2,1,1,0.064
C00362,23-03-2025,Premium,83.94,3,0,,,16,0.0,06/16/2025,Card,Europe,45-54,Paid Ads,1,0,1,0.232
C00363,2023-07-23,Standard,45.64,14,1,"Dec 23, 2023",billing,12,4.0,12/02/2023,Card,North America,25-34,Direct,3,0,1,0.004
C00364,"Mar 25, 2025",Standard,46.41,3,1,2025-05-28,billing,10,1.0,27-04-2025,Card,Latin America,18-24,Referral,5,0,1,0.277
C00365,04/16/2023,Standard,28.14,26,0,,,14,2.0,2025-06-04,PayPal,APAC,25-34,Organic Search,4,0,1,0.063
C00366,2024-04-18,Basic,21.37,8,1,10/23/2024,product dissatisfaction,9,1.0,2024-09-22,Card,North America,18-24,Organic Search,3,0,1,0.053
C00367,"Mar 04, 2024",Standard,36.78,15,0,,,12,1.0,05/26/2025,Card,North America,35-44,Direct,0,0,1,0.193
C00368,2023-10-16,Premium,66.43,20,0,,,11,1.0,2025-06-07,Card,North America,55+,Paid Ads,5,0,1,0.021
C00369,01/21/2023,Basic,17.72,18,1,10/23/2023,billing,9,2.0,2023-09-10,Card,North America,45-54,Direct,2,0,1,0.024
C00370,05-12-2024,Standard,43.39,6,0,,,11,3.0,30-05-2025,Card,North America,35-44,Paid Ads,5,0,1,0.01
C00371,2023-11-03,Premium,93.55,10,1,09-07-2024,billing,14,2.0,"Jun 06, 2024",Card,Latin America,25-34,Paid Ads,3,0,1,0.08
C00372,"Aug 26, 2024",Standard,30.93,7,1,2025-02-23,competitor,10,3.0,2025-01-27,Card,North America,55+,Organic Search,5,0,1,0.078
C00373,"Jan 10, 2024",Premium,85.18,17,0,,,16,0.0,2025-05-30,Card,Europe,45-54,Email,4,0,1,0.044
C00374,2023-12-07,Basic,26.86,18,0,,,3,4.0,"May 24, 2025",Card,Latin America,45-54,Organic Search,4,1,1,0.079
C00375,"Mar 19, 2025",Premium,97.31,3,0,,,15,0.0,2025-06-08,ACH,APAC,25-34,Organic Search,5,0,1,0.229
C00376,2023-03-28,Basic,9.99,27,0,,,9,0.0,"Jun 08, 2025",Card,North America,18-24,Partnerships,3,0,1,0.07
C00377,2024-11-02,Standard,52.07,7,0,,,14,0.0,05/19/2025,ACH,North America,25-34,Organic Search,5,0,1,0.071
C00378,"Nov 12, 2024",Standard,44.77,4,1,01/24/2025,billing,10,2.0,2024-12-25,Card,APAC,25-34,Paid Ads,2,0,1,0.01
C00379,2023-12-13,Standard,25.16,18,0,,,12,0.0,2025-06-06,Card,North America,18-24,Paid Ads,1,0,1,0.079
C00380,28-08-2023,Premium,71.34,22,0,,,13,0.0,2025-06-17,Card,Latin America,55+,Direct,3,1,1,0.06
C00381,01/05/2023,Standard,46.55,29,0,,,10,3.0,2025-05-30,Card,Latin America,25-34,Paid Ads,2,0,1,0.028
C00382,2025-05-04,Standard,41.16,1,0,,,11,0.0,2025-05-29,ACH,Europe,25-34,Partnerships,1,0,1,0.032
C00383,2025-05-14,Standard,35.56,1,1,05/30/2025,price sensitivity,13,1.0,,Card,North America,55+,Direct,4,0,1,0.077
C00384,2023-08-08,Standard,39.4,22,0,,,8,0.0,"May 28, 2025",Card,North America,55+,Referral,4,0,1,0.063
C00385,2023-01-30,Standard,42.28,29,0,,,13,1.0,29-06-2025,Card,Europe,25-34,Organic Search,3,0,1,0.024
C00386,"Apr 22, 2023",Basic,16.68,17,1,"Mar 02, 2024",billing,8,2.0,2024-01-20,Card,Europe,25-34,Partnerships,2,0,1,0.027
C00387,2023-03-03,Standard,38.24,27,0,,,11,1.0,"May 17, 2025",ACH,Latin America,45-54,Partnerships,2,0,1,0.041
C00388,01/27/2025,Premium,87.97,2,1,2025-02-21,no usage,15,1.0,02/03/2025,Card,Latin America,55+,Partnerships,0,0,1,0.04
C00389,"Mar 24, 2025",Standard,34.8,3,0,,,11,0.0,06/14/2025,Card,APAC,35-44,Organic Search,2,0,1,0.017
C00390,"May 20, 2023",Standard,30.86,19,1,"Mar 24, 2024",billing,12,0.0,12-03-2024,Card,APAC,25-34,Direct,3,0,1,0.001
C00391,2024-11-12,Basic,16.45,7,0,,,7,3.0,2025-06-04,Card,Latin America,35-44,Direct,1,0,1,0.057
